nform,nper,sit.conyugal,nivel.educ,parent.jefe,edad,sexo,dedicacion.p,tipo.p,tareas.p,jub.pen,transf.pais,transf.ext,afam,benef.esp
6368,8,1,2,7,"[21,30)",1,trabaja,6,9,NA,NA,NA,NA,NA
6368,9,1,2,4,"[21,30)",1,trabaja,6,9,NA,NA,NA,NA,NA
6371,1,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6371,2,2,2,2,"[30, +)",1,trabaja,6,9,NA,NA,NA,NA,NA
6371,3,2,2,1,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,2000,NA
6371,4,1,2,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6371,5,1,2,3,"[18,21)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6371,13,1,NA,3,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
6372,1,1,4,13,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6372,3,2,4,2,"[30, +)",2,trabaja,4,5,NA,NA,3,860,NA
6372,4,2,4,1,NA,1,trabaja,2,5,NA,NA,NA,NA,NA
6374,1,1,4,12,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6374,2,2,4,2,"[30, +)",2,trabaja,4,9,NA,NA,3,1800,NA
6374,4,5,2,12,NA,1,jubilado,NA,NA,5000,NA,NA,NA,NA
6374,13,1,2,5,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6374,14,2,5,1,"[21,30)",1,trabaja,4,9,NA,NA,NA,NA,NA
6375,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6375,2,2,4,2,"[30, +)",2,trabaja,2,5,NA,NA,NA,2046,NA
6375,3,2,4,1,"[30, +)",1,trabaja,2,5,NA,NA,NA,NA,NA
6375,4,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6375,5,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6376,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6376,2,3,2,1,"[30, +)",1,trabaja,4,NA,NA,NA,NA,NA,NA
6376,3,3,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,2200,NA
6376,4,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6376,5,1,NA,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6377,1,1,2,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6377,2,3,1,1,"[30, +)",1,trabaja,2,5,NA,NA,1,NA,NA
6377,3,3,2,2,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6377,4,1,2,3,"[21,30)",1,trabaja,2,4,NA,NA,1,NA,NA
6378,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6378,2,3,1,1,"[30, +)",1,trabaja,2,7,NA,NA,1,NA,NA
6378,3,3,4,2,"[30, +)",2,trabaja,2,5,NA,NA,1,NA,NA
6378,4,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6378,5,1,2,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6379,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6379,2,3,4,1,"[30, +)",1,trabaja,4,5,NA,NA,NA,NA,NA
6379,3,3,4,2,"[21,30)",2,t.hogar,NA,NA,NA,NA,2,1800,NA
6379,4,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6379,13,1,4,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6380,1,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6380,2,1,4,1,"[30, +)",2,trabaja,4,5,NA,NA,3,1300,NA
6380,3,3,2,12,NA,2,trabaja,4,9,NA,NA,NA,NA,NA
6380,13,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6380,14,1,1,4,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6381,1,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6381,2,4,4,1,NA,2,trabaja,6,9,NA,NA,3,1200,NA
6382,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6382,2,2,2,1,"[30, +)",1,desocupado,NA,NA,NA,NA,3,2300,NA
6382,3,2,2,2,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6382,4,1,2,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6382,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6382,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6383,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6383,2,3,2,1,NA,1,trabaja,1,1,NA,NA,1,NA,NA
6383,13,3,10,2,"[21,30)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6384,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6384,2,2,4,1,"[30, +)",1,trabaja,4,5,NA,NA,2,2500,NA
6384,6,1,4,4,"[18,21)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
6384,13,2,4,2,"[30, +)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6384,14,1,4,4,"[18,21)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
6385,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6385,2,3,2,1,"[30, +)",1,trabaja,2,5,NA,NA,NA,NA,NA
6385,3,3,2,2,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,2200,NA
6385,4,1,4,5,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6385,13,1,1,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6387,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6387,2,3,4,1,"[30, +)",1,trabaja,2,7,NA,NA,NA,1600,NA
6387,3,3,4,2,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6387,4,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6388,1,1,5,5,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6388,3,2,4,2,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6388,4,1,4,5,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6388,13,2,4,1,"[30, +)",1,trabaja,4,9,NA,NA,2,1300,NA
6388,14,1,1,4,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
6389,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6389,2,3,2,1,"[30, +)",1,trabaja,6,9,NA,NA,NA,NA,NA
6389,3,3,2,2,"[30, +)",2,trabaja,2,9,NA,NA,3,1230,NA
6389,4,1,4,3,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6389,5,1,8,3,"[21,30)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6390,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6390,2,2,4,99,"[30, +)",1,trabaja,1,NA,NA,NA,NA,NA,NA
6390,3,2,2,99,"[30, +)",2,NA,NA,NA,NA,NA,3,3400,NA
6390,4,1,4,3,"[18,21)",1,trabaja,NA,NA,NA,NA,NA,NA,NA
6390,5,1,4,3,"[15, 18)",1,trabaja,NA,NA,NA,NA,NA,NA,NA
6390,6,1,4,99,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6390,7,1,2,99,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6390,8,1,2,99,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6390,9,1,2,99,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6390,13,1,1,99,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
6390,14,1,1,99,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6391,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6391,2,3,4,1,NA,1,trabaja,1,9,NA,NA,1,800,NA
6391,3,3,4,2,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6391,5,1,4,3,"[21,30)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6391,6,1,4,3,"[15, 18)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
6391,7,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6391,8,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6392,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6392,3,5,2,1,"[30, +)",2,trabaja,2,7,NA,NA,1,1400,NA
6392,4,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6393,1,1,3,4,"[12,15)",2,estudia,NA,NA,4800,NA,NA,NA,NA
6393,3,4,2,1,"[30, +)",2,trabaja,2,9,NA,NA,3,1000,NA
6394,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6394,3,1,2,1,"[30, +)",2,trabaja,2,9,NA,NA,NA,1200,NA
6394,5,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6395,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6395,2,3,4,2,"[30, +)",2,trabaja,2,5,NA,NA,1,700,NA
6395,3,3,4,1,"[30, +)",1,trabaja,5,7,NA,NA,NA,NA,NA
6395,4,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6396,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6396,2,3,5,1,"[30, +)",1,trabaja,4,6,NA,NA,NA,NA,NA
6396,3,3,4,2,"[30, +)",2,trabaja,4,5,NA,NA,3,800,NA
6396,4,1,4,3,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6397,1,1,4,99,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6397,2,3,2,99,NA,1,trabaja,NA,NA,NA,NA,NA,NA,NA
6397,3,3,2,99,NA,2,t.hogar,NA,NA,NA,NA,3,2000,NA
6397,6,1,4,99,"[21,30)",2,trabaja,NA,NA,NA,NA,NA,NA,NA
6397,9,1,4,99,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6398,1,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6398,3,4,4,1,"[30, +)",2,trabaja,1,1,NA,NA,NA,300,NA
6398,4,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6401,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6401,2,1,2,1,"[30, +)",2,desocupado,NA,NA,NA,NA,3,2400,NA
6401,3,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6401,4,1,2,4,"[21,30)",2,trabaja,4,5,NA,NA,NA,NA,NA
6401,5,5,2,12,NA,2,trabaja,1,9,NA,NA,NA,NA,NA
6401,6,1,2,4,"[21,30)",1,nada,NA,NA,NA,NA,NA,NA,NA
6401,7,1,1,4,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
6403,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6403,2,4,4,1,"[30, +)",2,trabaja,2,5,NA,NA,3,2200,NA
6403,4,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6403,5,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6404,1,1,4,5,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6404,2,2,4,2,"[30, +)",2,desocupado,NA,NA,NA,NA,3,1300,NA
6404,13,2,2,1,"[21,30)",1,trabaja,5,6,NA,NA,NA,NA,NA
6404,14,1,1,3,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
6405,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6405,2,3,4,2,"[30, +)",2,trabaja,2,9,NA,NA,1,800,NA
6405,3,3,4,1,"[30, +)",1,trabaja,2,5,NA,NA,1,NA,NA
6405,4,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6407,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6407,2,1,4,1,"[30, +)",2,trabaja,2,9,NA,NA,3,2044,NA
6407,3,1,2,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6407,4,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6407,5,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6408,1,1,5,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6408,2,3,2,2,"[30, +)",2,trabaja,1,9,NA,NA,3,2200,NA
6408,3,3,2,1,"[21,30)",1,trabaja,6,9,NA,NA,NA,NA,NA
6408,4,1,5,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6408,5,1,5,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6408,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6408,13,1,1,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6409,1,1,5,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6409,2,3,2,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6409,3,3,2,1,"[30, +)",1,trabaja,1,5,NA,NA,NA,NA,NA
6409,4,1,5,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6409,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6410,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6410,2,1,2,1,"[30, +)",2,trabaja,4,5,NA,NA,3,1600,NA
6410,3,2,4,4,"[21,30)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6410,5,1,4,4,"[21,30)",1,trabaja,1,10,NA,NA,NA,NA,NA
6410,6,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6411,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6411,2,2,2,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,3250,NA
6411,3,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6411,4,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6411,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6411,6,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6411,7,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6411,8,2,4,1,"[30, +)",1,trabaja,2,2,NA,NA,NA,NA,NA
6412,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6412,2,1,2,1,"[30, +)",2,trabaja,6,5,NA,NA,3,2042,NA
6412,3,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6412,4,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6412,5,1,4,4,"[18,21)",2,trabaja,2,5,NA,NA,NA,NA,NA
6412,6,1,2,7,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6415,1,1,5,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6415,2,3,2,2,"[30, +)",2,trabaja,1,9,NA,NA,3,2200,NA
6415,3,3,2,1,"[21,30)",1,trabaja,2,6,NA,NA,NA,NA,NA
6415,4,1,5,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6415,5,1,5,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6415,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6415,13,1,1,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6416,1,1,4,3,"[12,15)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6416,2,2,2,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,5000,NA
6416,3,2,2,1,NA,1,trabaja,6,9,NA,NA,NA,NA,NA
6416,4,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6416,5,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6416,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6416,7,1,3,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6416,13,1,1,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6416,14,1,1,3,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
6416,15,1,2,3,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
6416,16,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6417,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6417,2,1,4,1,"[30, +)",2,t.hogar,NA,NA,2600,0,3,2200,NA
6417,4,1,2,4,"[15, 18)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
6417,5,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6417,6,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6418,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6418,2,3,2,1,"[30, +)",2,trabaja,2,5,NA,NA,3,3500,NA
6418,5,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6418,6,1,3,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6419,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6419,2,3,4,1,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,1200,NA
6419,3,3,4,2,"[30, +)",1,trabaja,6,3,NA,NA,NA,NA,NA
6420,1,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6420,2,5,3,1,"[30, +)",2,trabaja,2,NA,NA,NA,2,1683,NA
6420,13,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6421,1,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6421,2,2,2,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,3250,NA
6421,3,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6421,4,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6421,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6421,6,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6421,7,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6421,8,2,4,1,"[30, +)",1,trabaja,2,2,NA,NA,NA,NA,NA
6422,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6422,2,3,4,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,NA,NA
6422,3,3,4,2,"[30, +)",2,trabaja,2,9,NA,NA,3,1800,NA
6422,4,1,4,3,"[21,30)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6422,5,1,4,3,"[21,30)",2,trabaja,2,5,NA,NA,NA,NA,NA
6422,6,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6422,7,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6423,1,1,2,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6423,2,3,2,2,"[30, +)",1,trabaja,2,5,NA,NA,NA,600,NA
6423,3,3,7,1,"[30, +)",2,trabaja,1,2,NA,NA,NA,NA,NA
6423,6,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6424,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6424,2,4,10,1,"[30, +)",2,trabaja,1,3,NA,NA,1,NA,NA
6424,3,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6425,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6425,3,5,2,1,NA,2,trabaja,5,5,NA,NA,NA,NA,NA
6425,4,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6425,5,1,2,4,"[30, +)",2,trabaja,5,NA,NA,NA,NA,NA,NA
6426,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6426,3,1,4,3,"[15, 18)",1,NA,NA,NA,NA,NA,NA,NA,NA
6426,13,3,2,2,"[30, +)",2,NA,NA,NA,NA,NA,NA,NA,NA
6427,1,1,2,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6427,2,4,4,1,"[30, +)",2,trabaja,6,9,NA,NA,NA,NA,NA
6427,3,1,2,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6427,4,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6428,1,1,2,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6428,2,3,4,1,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6428,3,1,4,3,"[18,21)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6428,7,3,4,2,"[30, +)",1,trabaja,2,3,NA,NA,3,1315,NA
6428,8,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6429,1,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6429,2,1,4,1,"[30, +)",2,trabaja,2,5,NA,NA,3,2300,NA
6429,3,1,4,4,"[15, 18)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6429,4,1,2,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6429,5,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6429,6,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6430,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6430,2,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6430,3,3,4,2,"[30, +)",1,trabaja,5,9,NA,NA,NA,NA,NA
6430,4,3,4,1,"[30, +)",2,trabaja,1,5,NA,NA,NA,NA,NA
6430,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6430,13,1,NA,3,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
6430,14,3,2,9,NA,2,jubilado,NA,NA,4000,NA,NA,NA,NA
6431,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6431,2,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6431,3,3,4,2,"[30, +)",1,trabaja,5,9,NA,NA,NA,NA,NA
6431,4,3,4,1,"[30, +)",2,trabaja,1,5,NA,NA,NA,NA,NA
6431,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6431,13,1,NA,3,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
6431,14,3,2,9,NA,2,jubilado,NA,NA,4000,NA,NA,NA,NA
6432,1,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,5,NA,NA
6432,2,3,10,1,NA,2,estudia,NA,NA,NA,NA,5,NA,NA
6432,3,3,2,2,NA,1,trabaja,1,8,NA,NA,NA,200,NA
6433,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6433,2,2,2,1,"[30, +)",2,trabaja,2,9,NA,NA,3,2600,NA
6433,4,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6433,13,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6433,14,1,NA,3,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
6433,15,2,99,2,"[21,30)",1,trabaja,2,9,NA,NA,NA,NA,NA
6434,1,1,4,10,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6434,4,1,4,1,"[21,30)",1,trabaja,5,3,NA,NA,NA,NA,NA
6437,1,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6437,2,2,3,1,"[30, +)",2,t.hogar,NA,NA,2000,NA,1,NA,NA
6437,4,1,4,4,"[18,21)",2,nada,NA,NA,NA,NA,NA,NA,NA
6437,5,1,3,4,"[15, 18)",2,nada,NA,NA,2000,NA,1,NA,NA
6437,6,1,3,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6437,7,1,3,4,"[21,30)",1,trabaja,2,9,NA,NA,1,NA,NA
6438,1,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6438,2,4,2,1,"[30, +)",2,trabaja,1,5,NA,NA,NA,230,NA
6438,3,1,3,4,"[21,30)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
6438,5,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6439,1,1,5,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6439,2,4,2,1,"[30, +)",2,trabaja,1,5,NA,NA,1,380,NA
6442,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6442,2,3,5,1,"[30, +)",1,trabaja,2,6,NA,NA,NA,NA,NA
6442,3,3,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,NA,NA
6442,4,1,2,3,"[21,30)",1,trabaja,2,6,NA,NA,NA,NA,NA
6442,5,1,2,3,"[21,30)",1,trabaja,2,6,NA,NA,NA,NA,NA
6442,6,1,2,3,"[18,21)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
6442,7,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6443,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6443,2,3,4,1,"[30, +)",1,trabaja,4,9,NA,NA,2,NA,NA
6443,3,3,7,2,"[30, +)",2,trabaja,1,2,NA,NA,2,NA,NA
6443,4,1,2,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6447,1,1,4,5,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6447,2,3,2,2,"[30, +)",2,trabaja,4,5,NA,NA,NA,2000,NA
6447,3,1,4,5,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6447,4,1,4,5,"[18,21)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6447,5,2,4,5,"[21,30)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6447,6,1,NA,10,"[30, +)",1,pensionista,NA,NA,999999,NA,NA,NA,NA
6447,7,1,5,1,"[30, +)",1,trabaja,5,7,NA,NA,NA,NA,NA
6447,8,1,2,10,"[21,30)",1,trabaja,5,5,NA,NA,NA,NA,NA
6448,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6448,2,2,5,2,NA,1,trabaja,6,9,NA,NA,NA,NA,NA
6448,3,2,3,1,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,1985,NA
6448,4,1,2,4,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
